연번,수송일자,호선,역명,승하차구분,06시이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시이후
6620,2022-11-27,7호선,건대입구,하차,23,118,135,228,489,528,662,750,942,710,770,878,800,658,470,395,340,259,142,88
6621,2022-11-28,1호선,서울역,승차,323,486,1707,3442,2173,1962,2379,2609,2509,2191,2748,3401,6175,8934,4423,2745,2369,1132,460,75
6622,2022-11-28,1호선,서울역,하차,348,1979,4574,9033,6756,3065,2176,2438,2306,1978,2011,2351,2692,3129,1778,1189,977,589,215,107
6623,2022-11-28,2호선,잠실,승차,462,1927,5135,7246,4748,2734,2535,2782,2816,3043,3582,4155,6059,8402,5204,5216,3799,1418,455,274
6624,2022-11-28,2호선,잠실,하차,184,1151,3211,7077,6651,3840,3396,3053,2946,3064,3385,3823,6022,8753,5765,3211,2746,1626,746,618
6625,2022-11-28,2호선,삼성,승차,163,237,554,825,809,913,1256,1430,1909,2220,2972,3816,8686,13603,6764,4861,3452,1588,394,212
6626,2022-11-28,2호선,삼성,하차,216,1626,5825,14949,10449,3891,2329,2191,2237,1970,1719,1569,2147,2413,1184,586,499,265,108,258
6627,2022-11-28,2호선,강남,승차,200,568,1514,2623,2188,1891,2298,2729,3111,3551,4368,5118,9526,13450,8537,6259,5948,3299,1100,1334
6628,2022-11-28,2호선,강남,하차,477,2039,6177,13101,12320,5801,3521,3006,3555,2971,2994,2999,4099,5680,3386,1854,1334,705,317,390
6629,2022-11-28,2호선,사당,승차,429,1026,3169,4435,3088,1668,1413,1618,1594,1585,1769,1960,2620,3730,2274,2125,2089,1019,455,619
6630,2022-11-28,2호선,사당,하차,163,1069,2014,3093,2009,1471,1818,1644,1474,1536,1995,2511,3938,5923,4482,2458,2024,1353,547,640
6631,2022-11-28,2호선,신림,승차,1380,2858,8086,12031,6744,2884,2331,2257,2147,1966,1923,2229,2255,2419,1607,1582,1227,647,356,518
6632,2022-11-28,2호선,신림,하차,143,607,1050,1802,1597,1322,1443,1568,1807,1897,2558,3156,4713,9080,8962,4706,4030,2983,1176,1098
6633,2022-11-28,2호선,홍대입구,승차,618,959,2612,3424,2202,1590,1873,1951,2268,2258,2709,3751,4416,5970,4318,4041,4288,2732,1152,1382
6634,2022-11-28,2호선,홍대입구,하차,112,612,1543,4409,5323,3235,2803,3098,3180,2971,2975,3457,4394,6778,4906,2636,2274,1170,606,584
6635,2022-11-28,4호선,서울역,승차,149,235,516,660,487,336,418,450,429,461,546,701,1980,2845,1037,687,471,209,80,55
6636,2022-11-28,4호선,서울역,하차,37,589,1785,3463,2124,1064,904,871,876,851,913,1092,1205,1220,894,555,523,264,159,113
6637,2022-11-28,4호선,사당,승차,408,1094,3063,3754,2678,1486,1097,1060,1114,1119,1051,1212,1480,1856,1160,1055,1059,456,225,160
6638,2022-11-28,4호선,사당,하차,58,588,1035,1555,1118,810,1048,1060,808,757,1028,1344,2140,3365,2316,1271,1078,641,316,316
6639,2022-11-28,7호선,건대입구,승차,129,202,488,837,678,510,581,530,611,836,922,1196,1556,1359,943,1022,672,392,171,175
6640,2022-11-28,7호선,건대입구,하차,38,298,799,1758,1188,1031,797,724,803,745,659,684,992,1588,957,535,451,276,93,162
6641,2022-11-29,1호선,서울역,승차,307,464,1504,2864,2090,1767,2246,2565,2486,2153,2821,3512,6132,8725,4153,2729,2635,1513,669,64
6642,2022-11-29,1호선,서울역,하차,279,1390,3974,9377,6587,2639,2119,2241,2181,1883,2176,2259,2874,3015,1804,1147,1217,782,377,97
6643,2022-11-29,2호선,잠실,승차,398,1746,5266,7409,5009,2924,2649,2777,2943,3297,4031,4411,6486,8964,5615,6539,5355,2511,825,135
6644,2022-11-29,2호선,잠실,하차,158,1102,3048,7974,8387,4694,3930,3270,3131,3247,3565,4254,6325,8959,6033,3360,3325,2732,1397,307
6645,2022-11-29,2호선,삼성,승차,171,279,538,849,839,838,1324,1474,1961,2308,3141,4001,8747,13333,6468,4516,3922,2430,766,110
6646,2022-11-29,2호선,삼성,하차,227,1641,5597,15303,11522,4062,2636,2219,2668,1801,1722,1688,2014,2394,1343,607,528,362,231,116
6647,2022-11-29,2호선,강남,승차,226,606,1563,2779,2195,1819,2193,2576,3202,3568,4520,5313,9531,13280,8466,6281,7065,5746,2288,546
6648,2022-11-29,2호선,강남,하차,465,1998,6041,12860,13338,5488,3843,2928,3638,3364,2930,3271,4442,6693,3627,1816,1528,1231,617,220
6649,2022-11-29,2호선,사당,승차,445,971,3260,4596,3474,1772,1449,1655,1673,1884,1884,2027,2949,3654,2340,2146,2404,2083,1035,194
6650,2022-11-29,2호선,사당,하차,162,992,1991,3244,2140,1379,1747,1746,1593,1563,2012,2719,4536,6747,4465,2199,2436,2100,1109,456
6651,2022-11-29,2호선,신림,승차,1402,2725,8325,12678,7047,3005,2290,2425,2275,2024,1940,2332,2535,2552,1687,1501,1461,1184,632,148
6652,2022-11-29,2호선,신림,하차,144,643,1080,1822,1626,1384,1332,1465,1723,2043,2707,3363,5009,9476,8237,4725,4100,4017,2145,754
6653,2022-11-29,2호선,홍대입구,승차,558,885,2558,3504,2228,1609,1934,2061,2212,2382,3065,3988,5008,6288,4385,4356,5406,4819,1936,387
6654,2022-11-29,2호선,홍대입구,하차,124,581,1529,4278,5850,3369,2918,3123,3372,3145,3277,3848,5308,7384,5140,2725,2175,1590,1069,443
6655,2022-11-29,4호선,서울역,승차,157,224,502,652,491,360,467,476,488,468,586,808,1982,2813,985,640,585,379,211,18
6656,2022-11-29,4호선,서울역,하차,24,410,1524,3998,1958,1015,817,848,865,754,1003,1043,1188,1284,871,626,573,450,225,95
6657,2022-11-29,4호선,사당,승차,368,996,3043,3867,3156,1614,1074,1126,1152,1116,1103,1204,1760,1853,1251,1077,1213,1039,446,72
6658,2022-11-29,4호선,사당,하차,60,483,1006,1643,1206,774,876,1145,913,897,1049,1467,2459,3787,2439,1264,1166,933,688,192
6659,2022-11-29,7호선,건대입구,승차,146,213,518,812,680,550,607,573,648,855,916,1151,1474,1397,870,935,793,745,312,77
6660,2022-11-29,7호선,건대입구,하차,41,257,814,1724,1189,982,827,740,800,729,711,675,1034,1648,996,475,450,388,159,94
6661,2022-11-30,1호선,서울역,승차,302,492,1533,2511,2098,1785,2150,2411,2397,2047,2807,3406,6125,8615,3968,2502,2574,1538,713,100
6662,2022-11-30,1호선,서울역,하차,247,1426,3922,9515,5980,2368,2098,2040,2125,1881,2079,2203,2634,2914,1979,1183,1052,1246,507,94
6663,2022-11-30,2호선,잠실,승차,437,1868,5175,6981,4935,2995,2647,2771,2941,3161,3869,4821,6213,8456,5432,6292,5020,2711,979,158
6664,2022-11-30,2호선,잠실,하차,162,1048,3194,7947,7957,4194,3207,3015,3075,3423,3809,3952,5819,7467,7732,3346,3334,2861,1748,359
6665,2022-11-30,2호선,삼성,승차,205,258,530,834,840,819,1260,1452,1900,2340,3222,4305,8484,11056,5967,4552,4112,2528,976,149
6666,2022-11-30,2호선,삼성,하차,235,1680,5691,15321,10270,4460,2559,2206,2203,2294,1745,1896,2773,2789,1630,573,526,369,245,117
6667,2022-11-30,2호선,강남,승차,240,614,1617,2721,2035,1661,2025,2423,2909,3286,4258,5129,8535,5711,7765,6135,6688,5924,2489,566
6668,2022-11-30,2호선,강남,하차,474,1947,6143,12412,11675,5357,3428,2709,3448,2664,2946,3508,4745,5778,4372,1681,1530,1201,736,250
6669,2022-11-30,2호선,사당,승차,449,1038,3367,4384,3057,1519,1378,1622,1601,1640,1757,2035,2619,3778,2185,2049,2425,2365,1090,203
6670,2022-11-30,2호선,사당,하차,130,966,1901,3086,1961,1316,1451,1739,1511,1454,1848,2287,4033,6043,5060,2523,2212,2248,1200,500
6671,2022-11-30,2호선,신림,승차,1428,2854,8602,11914,6686,3021,2300,2359,2151,1930,1975,2247,2576,2802,1579,1416,1389,1161,598,181
6672,2022-11-30,2호선,신림,하차,135,638,1079,1785,1607,1215,1386,1448,1661,1951,2619,2690,4318,7306,9249,4610,4283,3575,2775,779
6673,2022-11-30,2호선,홍대입구,승차,499,818,2565,3315,2271,1558,1785,2060,2282,2251,2881,3943,4822,5933,4323,4061,5090,4869,2240,392
6674,2022-11-30,2호선,홍대입구,하차,133,586,1582,4620,5294,3090,2904,2963,3454,2987,3146,3327,5172,7008,5971,2679,2056,1735,1373,470
6675,2022-11-30,4호선,서울역,승차,176,237,545,627,515,380,489,508,475,481,562,818,1953,2717,1028,601,512,412,195,23
6676,2022-11-30,4호선,서울역,하차,34,428,1574,3711,2040,854,918,769,869,747,727,1094,1272,1202,872,590,557,482,286,112
6677,2022-11-30,4호선,사당,승차,413,1082,3240,3566,2802,1541,1095,1132,1115,1113,1170,1301,1511,1983,1093,975,1240,1173,523,51
6678,2022-11-30,4호선,사당,하차,52,494,990,1584,1040,780,944,1026,732,771,995,1291,2465,3589,2714,1388,1099,1070,673,206
6679,2022-11-30,7호선,건대입구,승차,144,183,478,828,667,517,571,566,627,770,909,1137,1498,1369,895,975,866,758,340,70
6680,2022-11-30,7호선,건대입구,하차,44,256,764,1779,1197,996,629,767,813,676,672,763,1076,1617,1056,540,417,981,249,81
6681,2022-12-01,1호선,서울역,승차,302,412,1567,2339,2051,1628,1997,2220,2372,2040,2905,3707,5962,8807,4035,2725,2759,1705,845,70
6682,2022-12-01,1호선,서울역,하차,254,1472,4108,9435,6001,2594,1979,2126,2013,1826,2145,2462,2955,3134,1831,1311,1182,821,408,98
6683,2022-12-01,2호선,잠실,승차,436,1875,5067,6938,4868,2936,2602,2644,2836,2963,3908,4535,6228,8332,5036,5257,4898,3397,967,137
6684,2022-12-01,2호선,잠실,하차,171,1050,3212,7664,6836,3756,3190,3104,2967,3108,3633,4443,6206,9663,5857,3391,3284,2856,1698,319
6685,2022-12-01,2호선,삼성,승차,179,256,566,813,775,862,1347,1642,2140,2807,3602,4636,8919,13350,6758,4867,4422,2736,737,95
6686,2022-12-01,2호선,삼성,하차,227,1678,5930,14749,10848,5058,2989,2851,2701,2322,2044,1923,2518,2732,1336,604,543,408,241,133
6687,2022-12-01,2호선,강남,승차,273,624,1619,2574,1937,1716,2164,2603,3111,3412,4434,5336,9189,12427,7836,5957,7104,5948,2726,590
6688,2022-12-01,2호선,강남,하차,481,1976,6456,12372,12320,5363,3406,2876,3212,3070,2827,3425,4502,6946,4016,1801,1582,1339,709,290
6689,2022-12-01,2호선,사당,승차,457,1013,3271,4181,3127,1543,1280,1559,1488,1664,1729,1974,2763,3717,2281,2119,2540,2443,1352,252
6690,2022-12-01,2호선,사당,하차,147,973,1849,3057,1738,1433,1673,1601,1537,1528,1865,2713,4414,6927,4625,2565,2308,2132,1256,454
6691,2022-12-01,2호선,신림,승차,1323,2807,8246,12144,6601,3091,2179,2345,2172,1944,1930,2280,2471,2834,1629,1413,1426,1220,677,202
6692,2022-12-01,2호선,신림,하차,125,558,1053,1726,1596,1253,1461,1522,1720,1901,2560,3251,4803,8512,8331,4546,4060,4525,2387,894
6693,2022-12-01,2호선,홍대입구,승차,479,871,2558,3218,2171,1543,1765,1979,2162,2399,3015,3895,4917,6018,4378,4116,5586,5135,2539,454
6694,2022-12-01,2호선,홍대입구,하차,123,587,1636,4421,5545,3114,2964,3048,3548,3131,3422,4065,5330,7604,5485,2858,2270,1845,1345,535
6695,2022-12-01,4호선,서울역,승차,170,231,506,605,442,343,481,469,490,446,506,832,2126,2701,975,590,577,397,167,32
6696,2022-12-01,4호선,서울역,하차,34,448,1645,3738,2013,945,829,822,792,863,927,1064,1272,1248,1053,615,568,505,275,102
6697,2022-12-01,4호선,사당,승차,358,1095,3113,3432,2973,1586,1080,1179,1135,1183,1077,1279,1668,1929,1194,982,1309,1199,553,100
6698,2022-12-01,4호선,사당,하차,54,496,1004,1481,1006,832,967,879,840,835,1056,1512,2487,3795,2513,1231,1137,1050,622,196
6699,2022-12-01,7호선,건대입구,승차,147,172,537,765,662,422,566,627,631,821,960,1119,1504,1266,849,1029,910,712,375,94
6700,2022-12-01,7호선,건대입구,하차,43,285,785,1491,1185,1065,743,721,741,754,682,758,1145,1737,1023,544,459,389,201,93
6701,2022-12-02,1호선,서울역,승차,307,446,1342,2501,2275,1516,2631,2790,2814,2411,3490,4259,6733,8893,4465,2926,3314,2330,923,150
6702,2022-12-02,1호선,서울역,하차,260,1477,3849,8262,6519,3326,2230,2440,2740,2143,2678,2925,3617,4761,3143,1862,1630,1078,524,157
6703,2022-12-02,2호선,잠실,승차,432,1855,5006,6977,4388,3016,2839,2924,3196,3468,4192,5044,7238,9076,5377,5073,5196,4794,1304,245
6704,2022-12-02,2호선,잠실,하차,182,1084,2903,6816,5751,3839,3949,3397,3643,3935,4390,5213,7421,10175,6795,3373,3304,3586,1825,517
6705,2022-12-02,2호선,삼성,승차,192,225,549,770,767,897,1321,2004,2580,3316,4257,5366,9789,12967,6091,4466,3799,3327,797,157
6706,2022-12-02,2호선,삼성,하차,230,1549,5434,13890,9421,5130,3663,2728,3285,2646,2429,2525,3026,3421,1764,693,566,453,330,298
6707,2022-12-02,2호선,강남,승차,242,603,1546,2575,1936,1749,2394,3005,3397,3905,4921,5901,10101,12567,8104,6075,6620,7190,3888,893
6708,2022-12-02,2호선,강남,하차,271,2190,5975,11675,11200,5913,3783,3547,3526,3769,3632,3671,5505,8494,5318,2199,2057,1846,1163,427
6709,2022-12-02,2호선,사당,승차,446,956,3116,4485,3281,1854,1460,1725,1779,1667,1962,2171,3175,3989,2631,2389,3273,3615,2026,406
6710,2022-12-02,2호선,사당,하차,159,916,1842,2864,2039,1560,1705,1777,1677,1794,2224,3271,5372,7861,5839,2562,2344,2582,1759,516
6711,2022-12-02,2호선,신림,승차,1349,2623,7831,11716,6764,3189,2396,2435,2279,2240,2300,2670,2953,3203,2036,1816,1740,1609,1022,328
6712,2022-12-02,2호선,신림,하차,156,614,1023,1767,1513,1288,1527,1587,1906,2162,2701,3582,5241,8521,8775,4721,4560,4435,3203,1055
6713,2022-12-02,2호선,홍대입구,승차,565,879,2335,3208,2187,1651,1843,2202,2518,2820,3241,4348,5659,6434,4982,4659,5877,6238,3378,775
6714,2022-12-02,2호선,홍대입구,하차,118,580,1522,4200,4808,3438,3172,3878,4130,3989,4228,4735,6323,9323,7183,3577,3161,2870,1903,1174
6715,2022-12-02,4호선,서울역,승차,147,241,482,590,496,367,504,521,554,603,706,963,1922,2670,949,518,590,492,215,44
6716,2022-12-02,4호선,서울역,하차,29,473,1306,1826,1795,1444,776,1063,1083,1025,1064,1282,1555,2001,1568,853,754,711,312,135
6717,2022-12-02,4호선,사당,승차,378,947,3045,3801,3200,2091,1172,1329,1250,1299,1237,1563,1974,2240,1439,1293,1761,1805,933,107
6718,2022-12-02,4호선,사당,하차,49,451,1015,1688,1319,913,940,964,929,975,1251,1696,2863,4756,3261,1375,1234,1264,838,281
6719,2022-12-02,7호선,건대입구,승차,141,199,504,736,648,474,537,592,671,839,859,1146,1543,1370,899,1000,972,788,428,60
6720,2022-12-02,7호선,건대입구,하차,41,267,722,1510,967,858,703,687,776,761,783,846,1328,1730,1124,581,569,451,223,136
6721,2022-12-03,1호선,서울역,승차,311,235,571,1201,1876,2412,3158,3551,3123,2679,3521,3919,4005,3075,2763,2246,2469,1595,645,3
6722,2022-12-03,1호선,서울역,하차,296,1200,1618,1908,2694,2967,2935,3323,3139,3033,3199,3263,3340,2820,2079,1977,1605,1151,699,55
6723,2022-12-03,2호선,잠실,승차,345,748,956,1826,2238,2578,3241,3696,4403,4770,5580,6342,7410,7084,5976,6406,6689,5056,1097,1
6724,2022-12-03,2호선,잠실,하차,147,881,1044,2152,3800,4017,5145,5646,6139,6195,6649,7131,6740,5376,3445,2933,2872,2756,1680,2
6725,2022-12-03,2호선,삼성,승차,136,160,240,269,389,602,1089,1564,2147,2883,3628,4604,4407,4305,3678,3732,3250,2077,441,0
6726,2022-12-03,2호선,삼성,하차,92,773,979,1678,2615,3357,3569,3756,3882,3800,3621,3512,3078,1842,875,593,497,383,202,276
6727,2022-12-03,2호선,강남,승차,566,682,542,806,1187,1722,2659,3276,4140,4391,5209,6351,5653,4213,3314,3975,4388,5247,2753,10
6728,2022-12-03,2호선,강남,하차,274,912,970,2630,5527,3995,4125,4238,5103,4401,4458,4832,4886,4811,2743,2057,2096,1766,894,169
6729,2022-12-03,2호선,사당,승차,361,531,721,1124,1513,1678,1826,2154,2385,2682,2918,2953,2845,2452,2281,2717,2860,3082,1682,7
6730,2022-12-03,2호선,사당,하차,121,1022,746,1040,1515,1734,2548,2824,2613,2408,3012,4704,4856,3596,2598,2166,2300,2198,1457,95
6731,2022-12-03,2호선,신림,승차,1089,1496,2006,3487,3853,3326,3408,3493,3532,3299,3340,3506,3319,2573,1858,1748,1744,1778,937,11
6732,2022-12-03,2호선,신림,하차,184,645,643,904,1254,1451,1870,2309,2712,2742,3159,3412,4306,4290,3994,3135,3729,3596,2755,288
6733,2022-12-03,2호선,홍대입구,승차,1451,1132,916,1167,1490,1829,2332,2874,3283,3629,4613,5841,6690,5701,5559,6046,7669,8036,3997,35
6734,2022-12-03,2호선,홍대입구,하차,128,521,711,1325,2514,3535,4703,6521,7183,7602,7525,7911,7974,7248,5338,3629,3270,2390,2139,436
6735,2022-12-03,4호선,서울역,승차,148,122,179,251,360,447,513,647,553,535,536,686,682,567,409,329,334,307,99,0
6736,2022-12-03,4호선,서울역,하차,35,419,501,664,957,1059,1210,1477,1294,1207,1441,1352,1631,1282,1086,989,967,685,367,85
6737,2022-12-03,4호선,사당,승차,283,392,649,1059,1352,1626,1671,1780,1912,2048,1922,2026,1723,1448,1209,1325,1669,1550,644,11
6738,2022-12-03,4호선,사당,하차,35,546,385,546,717,949,1403,1873,1415,1314,1639,2574,2842,2305,1309,1070,1158,1046,808,134
6739,2022-12-03,7호선,건대입구,승차,154,138,207,280,402,450,547,684,731,779,1017,1230,1079,986,830,955,772,710,401,1
6740,2022-12-03,7호선,건대입구,하차,23,173,341,487,627,807,851,939,1020,1088,1110,1156,1102,894,667,389,374,331,214,135
6741,2022-12-04,1호선,서울역,승차,178,187,295,742,1237,1692,2237,2405,2380,2019,2765,2939,3043,2797,2684,2261,2469,1724,605,6
6742,2022-12-04,1호선,서울역,하차,114,593,838,1241,1591,1886,1861,2326,2497,2509,2855,2802,3008,2469,2456,1788,1536,819,311,43
6743,2022-12-04,2호선,잠실,승차,197,424,626,1057,1558,1793,2268,2681,3360,3598,4478,4868,5533,5414,4890,5461,4756,3211,536,0
6744,2022-12-04,2호선,잠실,하차,95,538,676,1552,2883,3108,4038,4076,4908,4378,4707,4829,4818,3670,2568,2216,1980,1509,730,0
6745,2022-12-04,2호선,삼성,승차,92,151,200,187,288,522,721,1205,1947,2139,2967,3775,3847,3518,2881,2694,2202,1128,231,0
6746,2022-12-04,2호선,삼성,하차,53,474,614,1432,2019,2720,3247,3054,3354,3106,2548,2246,1524,970,633,421,414,250,114,105
6747,2022-12-04,2호선,강남,승차,342,492,360,524,790,918,1349,1767,2140,2255,2451,2910,3109,2814,2331,2752,3197,2670,1165,4
6748,2022-12-04,2호선,강남,하차,99,506,555,1110,1947,1833,1978,2705,2889,2411,2539,3155,2921,2487,1850,1486,1106,841,506,4
6749,2022-12-04,2호선,사당,승차,199,307,362,685,1107,1294,1267,1536,1691,2003,1966,2188,1887,1753,1850,1690,1562,1085,475,0
6750,2022-12-04,2호선,사당,하차,55,691,442,689,1142,1265,1786,1951,1806,1675,1986,2327,2461,2083,1705,1610,1691,1225,712,61
6751,2022-12-04,2호선,신림,승차,517,961,1146,1980,2881,2637,2739,2814,2802,2660,2462,2597,2229,2088,1693,1504,1344,1070,533,1
6752,2022-12-04,2호선,신림,하차,102,425,460,578,1067,1186,1487,1613,1992,2136,2469,2830,3251,3511,2827,2672,2886,2304,1536,184
6753,2022-12-04,2호선,홍대입구,승차,1339,959,717,875,1100,1523,1813,2197,2467,2971,3603,4672,5202,4979,4721,5077,5688,4740,1984,13
6754,2022-12-04,2호선,홍대입구,하차,80,330,419,727,1583,2524,3925,5160,5768,5453,5372,5228,4937,4303,3056,2158,1974,1426,995,229
6755,2022-12-04,4호선,서울역,승차,62,93,102,231,351,359,350,424,378,352,423,387,464,357,325,215,168,166,49,0
6756,2022-12-04,4호선,서울역,하차,9,203,301,417,671,672,801,957,945,1033,1071,1160,1316,1210,1108,901,846,400,205,64
6757,2022-12-04,4호선,사당,승차,156,233,305,641,1123,1195,1110,1569,1282,1336,1421,1406,1240,1053,1004,928,900,627,221,4
6758,2022-12-04,4호선,사당,하차,20,321,271,380,606,716,1179,1164,1056,1084,1278,1471,1435,1527,1067,895,857,643,427,64
6759,2022-12-04,7호선,건대입구,승차,76,104,132,168,277,303,340,444,587,720,735,873,811,756,642,766,615,449,255,2
6760,2022-12-04,7호선,건대입구,하차,15,125,182,265,438,537,647,716,787,816,775,759,749,610,465,383,332,244,155,68
6761,2022-12-05,1호선,서울역,승차,323,495,2040,3151,2000,1727,2409,2491,2406,2039,2736,3268,6036,8884,3936,2385,2420,1335,565,68
6762,2022-12-05,1호선,서울역,하차,375,1826,4661,9822,6254,2646,2152,2250,2172,1928,2145,2206,2600,3072,1707,1144,1010,624,304,62
6763,2022-12-05,2호선,잠실,승차,457,1924,5045,7160,5035,2897,2736,2831,3036,3268,3958,4371,6044,8546,5510,5654,4458,2188,744,124
6764,2022-12-05,2호선,잠실,하차,199,1149,3197,8262,8094,3912,3504,3030,2969,3078,3430,4077,5709,9187,5630,3309,2980,2583,986,249
6765,2022-12-05,2호선,삼성,승차,156,249,553,814,810,971,1415,1713,1882,2319,2979,3846,8134,13262,6553,4450,3518,1960,555,97
6766,2022-12-05,2호선,삼성,하차,248,1712,6055,15393,10444,3679,2487,2187,2380,1883,1606,1492,1981,2221,1263,636,525,394,230,135
6767,2022-12-05,2호선,강남,승차,229,632,1495,2794,2158,1907,2295,2703,2981,3631,4515,5199,9332,13393,8848,6105,6245,4662,1734,358
6768,2022-12-05,2호선,강남,하차,488,2135,5910,13466,12922,5641,3413,3079,3403,3120,2979,3289,4088,5732,3379,1657,1283,994,626,264
6769,2022-12-05,2호선,사당,승차,476,1001,3101,4480,3313,1586,1354,1476,1575,1627,1831,1968,2691,3757,2239,1923,2039,1768,716,172
6770,2022-12-05,2호선,사당,하차,157,1136,1975,2976,1860,1427,1681,1805,1490,1614,1980,2490,3912,6137,4317,2476,2212,1740,889,299
6771,2022-12-05,2호선,신림,승차,1428,2802,8214,11900,6657,2967,2341,2474,2224,2046,2085,2225,2353,2403,1672,1400,1239,955,578,187
6772,2022-12-05,2호선,신림,하차,122,610,1022,1962,1690,1303,1413,1695,1610,1957,2631,3164,4806,9302,8243,4710,3910,3503,1916,692
6773,2022-12-05,2호선,홍대입구,승차,657,952,2524,3334,2188,1714,1856,2040,2259,2361,2915,4053,4887,6053,4594,4038,4732,4227,1754,323
